amfi_code,date,nav
103504,20-08-2025,92.8018
103504,19-08-2025,92.587
103504,18-08-2025,91.9857
103504,14-08-2025,91.1033
103504,13-08-2025,91.0214
103504,12-08-2025,90.4629
103504,11-08-2025,90.8214
103504,08-08-2025,90.2239
103504,07-08-2025,91.3156
103504,06-08-2025,91.2709
103504,05-08-2025,91.6461
103504,04-08-2025,92.0259
103504,01-08-2025,91.5338
103504,31-07-2025,92.2191
103504,30-07-2025,92.5237
103504,29-07-2025,92.146
103504,28-07-2025,91.5587
103504,25-07-2025,92.0592
103504,24-07-2025,92.8946
103504,23-07-2025,93.3148
103504,22-07-2025,92.9356
103504,21-07-2025,93.0164
103504,18-07-2025,92.6101
103504,17-07-2025,93.209
103504,16-07-2025,93.4155
103504,15-07-2025,93.4439
103504,14-07-2025,93.1671
103504,11-07-2025,93.2454
103504,10-07-2025,93.7484
103504,09-07-2025,94.3674
103504,08-07-2025,94.4221
103504,07-07-2025,94.0109
103504,04-07-2025,93.9134
103504,03-07-2025,93.6598
103504,02-07-2025,93.7975
103504,01-07-2025,94.0146
103504,30-06-2025,94.0737
103504,27-06-2025,94.288
103504,26-06-2025,93.6664
103504,25-06-2025,92.5673
103504,24-06-2025,91.9718
103504,23-06-2025,91.6047
103504,20-06-2025,91.9634
103504,19-06-2025,90.9972
103504,18-06-2025,91.3018
103504,17-06-2025,91.395
103504,16-06-2025,91.7507
103504,13-06-2025,91.1086
103504,12-06-2025,91.6991
103504,11-06-2025,92.5552
103504,10-06-2025,92.4664
103504,09-06-2025,92.5608
103504,06-06-2025,92.1069
103504,05-06-2025,91.3753
103504,04-06-2025,90.8751
103504,03-06-2025,90.5477
103504,02-06-2025,91.0612
103504,31-05-2025,91.2572
103504,30-05-2025,91.2605
103504,29-05-2025,91.3514
103504,28-05-2025,91.0858
103504,27-05-2025,91.2972
103504,26-05-2025,91.7748
103504,23-05-2025,91.3283
103504,22-05-2025,90.6525
103504,21-05-2025,91.1973
103504,20-05-2025,90.6452
103504,19-05-2025,91.5832
103504,16-05-2025,91.499
103504,15-05-2025,91.2329
103504,14-05-2025,90.2655
103504,13-05-2025,89.9184
103504,12-05-2025,90.8456
103504,09-05-2025,87.8551
103504,08-05-2025,88.5234
103504,07-05-2025,89.1141
103504,06-05-2025,88.8452
103504,05-05-2025,89.2596
103504,02-05-2025,88.9585
103504,30-04-2025,89.1392
103504,29-04-2025,88.9665
103504,28-04-2025,88.908
103504,25-04-2025,87.9167
103504,24-04-2025,88.7579
103504,23-04-2025,89.0253
103504,22-04-2025,88.7019
103504,21-04-2025,88.5962
103504,17-04-2025,87.4773
103504,16-04-2025,86.2501
103504,15-04-2025,85.7776
103504,11-04-2025,83.7371
103504,09-04-2025,82.2981
103504,08-04-2025,82.6919
103504,07-04-2025,81.3847
103504,04-04-2025,84.0782
103504,03-04-2025,85.5049
103504,02-04-2025,85.8024
103504,01-04-2025,85.1468
103504,31-03-2025,86.5292
103504,28-03-2025,86.5367
103504,27-03-2025,86.7908
103504,26-03-2025,86.3285
103504,25-03-2025,86.9118
103504,24-03-2025,87.0083
103504,21-03-2025,85.9087
103504,20-03-2025,85.2618
103504,19-03-2025,84.2766
103504,18-03-2025,83.9552
103504,17-03-2025,82.6551
103504,13-03-2025,82.4277
103504,12-03-2025,82.6752
103504,11-03-2025,82.6612
103504,10-03-2025,82.3523
103504,07-03-2025,82.8457
103504,06-03-2025,82.7416
103504,05-03-2025,82.0966
103504,04-03-2025,81.0686
103504,03-03-2025,81.1795
103504,28-02-2025,80.9688
103504,27-02-2025,82.4722
103504,25-02-2025,82.6505
103504,24-02-2025,82.722
103504,21-02-2025,83.5283
103504,20-02-2025,83.9807
103504,19-02-2025,84.0135
103504,18-02-2025,83.7143
103504,17-02-2025,83.7237
103504,14-02-2025,83.898
103504,13-02-2025,84.4453
103504,12-02-2025,84.5055
103504,11-02-2025,84.561
103504,10-02-2025,85.9994
103504,07-02-2025,86.5911
103504,06-02-2025,86.916
103504,05-02-2025,87.2526
103504,04-02-2025,87.6239
103504,03-02-2025,86.3954
103504,31-01-2025,86.4937
103504,30-01-2025,85.7633
103504,29-01-2025,85.523
103504,28-01-2025,84.628
103504,27-01-2025,84.3488
103504,24-01-2025,85.3934
103504,23-01-2025,85.9027
103504,22-01-2025,85.5681
103504,21-01-2025,85.4184
103504,20-01-2025,86.5631
103504,17-01-2025,86.0657
103504,16-01-2025,86.337
103504,15-01-2025,85.9023
103504,14-01-2025,85.7212
103504,13-01-2025,84.9945
103504,10-01-2025,86.5843
103504,09-01-2025,87.2017
103504,08-01-2025,87.7448
103504,07-01-2025,87.9928
103504,06-01-2025,87.7812
103504,03-01-2025,89.2157
103504,02-01-2025,89.6764
103504,01-01-2025,88.0883
103504,31-12-2024,87.7476
103504,30-12-2024,87.6798
103504,27-12-2024,88.3322
103504,26-12-2024,88.2712
103504,24-12-2024,88.2424
103504,23-12-2024,88.2749
103504,20-12-2024,87.8677
103504,19-12-2024,89.0861
103504,18-12-2024,89.8225
103504,17-12-2024,90.2242
103504,16-12-2024,91.4276
103504,13-12-2024,91.5637
103504,12-12-2024,91.0194
103504,11-12-2024,91.2803
103504,10-12-2024,91.1229
103504,09-12-2024,90.9444
103504,06-12-2024,91.141
103504,05-12-2024,91.1782
103504,04-12-2024,90.6171
103504,03-12-2024,90.4328
103504,02-12-2024,89.9542
103504,30-11-2024,89.3909
103504,29-11-2024,89.3938
103504,28-11-2024,88.7088
103504,27-11-2024,89.5965
103504,26-11-2024,89.563
103504,25-11-2024,89.4095
103504,22-11-2024,88.3122
103504,21-11-2024,86.6798
103504,19-11-2024,87.2039
103504,18-11-2024,86.9779
103504,14-11-2024,87.1161
103504,13-11-2024,86.9649
103504,12-11-2024,88.4202
103504,11-11-2024,89.5058
103504,08-11-2024,89.7755
103504,07-11-2024,89.9561
103504,06-11-2024,90.7792
103504,05-11-2024,89.6491
103504,04-11-2024,89.1351
103504,31-10-2024,89.6534
103504,30-10-2024,89.9976
103504,29-10-2024,90.4122
103504,28-10-2024,89.8046
103504,25-10-2024,89.4193
103504,24-10-2024,90.0104
103504,23-10-2024,90.225
103504,22-10-2024,90.4597
103504,21-10-2024,91.6434
103504,18-10-2024,92.19
103504,17-10-2024,91.9549
103504,16-10-2024,92.8672
103504,15-10-2024,93.0765
103504,14-10-2024,93.1803
103504,11-10-2024,92.5244
103504,10-10-2024,92.4791
103504,09-10-2024,92.5291
103504,08-10-2024,92.1325
103504,07-10-2024,91.2254
103504,04-10-2024,92.0856
103504,03-10-2024,92.9052
103504,01-10-2024,94.842
103504,30-09-2024,94.8013
103504,27-09-2024,95.7698
103504,26-09-2024,96.0333
103504,25-09-2024,95.3123
103504,24-09-2024,95.3536
103504,23-09-2024,95.3738
103504,20-09-2024,94.7909
103504,19-09-2024,93.2716
103504,18-09-2024,93.126
103504,17-09-2024,93.2634
103504,16-09-2024,93.0212
103504,13-09-2024,92.9452
103504,12-09-2024,92.9041
103504,11-09-2024,91.2976
103504,10-09-2024,91.4765
103504,09-09-2024,91.1669
103504,06-09-2024,90.8163
103504,05-09-2024,91.8518
103504,04-09-2024,91.8156
103504,03-09-2024,91.9701
103504,02-09-2024,91.9034
103504,31-08-2024,91.8806
103504,30-08-2024,91.8835
103504,29-08-2024,91.4591
103504,28-08-2024,91.3863
103504,27-08-2024,91.3333
103504,26-08-2024,91.1732
103504,23-08-2024,90.6245
103504,22-08-2024,90.7932
103504,21-08-2024,90.5639
103504,20-08-2024,90.1925
103504,19-08-2024,89.5646
103504,16-08-2024,89.5617
103504,14-08-2024,88.1626
103504,13-08-2024,88.0847
103504,12-08-2024,88.6631
103504,09-08-2024,88.708
103504,08-08-2024,87.9899
103504,07-08-2024,88.577
103504,06-08-2024,87.4402
103504,05-08-2024,87.6419
103504,02-08-2024,89.9971
103504,01-08-2024,91.0655
103504,31-07-2024,91.2479
103504,30-07-2024,90.874
103504,29-07-2024,90.9051
103504,26-07-2024,90.7664
103504,25-07-2024,89.2887
103504,24-07-2024,89.185
103504,23-07-2024,89.2489
103504,22-07-2024,89.3349
103504,19-07-2024,89.2844
103504,18-07-2024,90.2239
103504,16-07-2024,89.7274
103504,15-07-2024,89.5581
103504,12-07-2024,89.22
103504,11-07-2024,88.9057
103504,10-07-2024,89.0818
103504,09-07-2024,89.3617
103504,08-07-2024,88.8523
103504,05-07-2024,89.0375
103504,04-07-2024,88.7379
103504,03-07-2024,88.5993
103504,02-07-2024,88.0212
103504,01-07-2024,88.2611
103504,30-06-2024,87.7071
103504,28-06-2024,87.7136
103504,27-06-2024,88.0615
103504,26-06-2024,87.4919
103504,25-06-2024,87.1903
103504,24-06-2024,86.8097
103504,21-06-2024,86.4432
103504,20-06-2024,86.7801
103504,19-06-2024,86.5808
103504,18-06-2024,86.908
103504,14-06-2024,86.6995
103504,13-06-2024,86.089
103504,12-06-2024,85.5156
103504,11-06-2024,85.1522
103504,10-06-2024,85.1962
103504,07-06-2024,85.1902
103504,06-06-2024,83.9987
103504,05-06-2024,83.1941
103504,04-06-2024,80.6477
103504,03-06-2024,84.4289
103504,31-05-2024,82.3445
103504,30-05-2024,82.422
103504,29-05-2024,82.8836
103504,28-05-2024,83.3905
103504,27-05-2024,83.5136
103504,24-05-2024,83.3747
103504,23-05-2024,83.4662
103504,22-05-2024,82.4894
103504,21-05-2024,82.125
103504,17-05-2024,82.0646
103504,16-05-2024,81.6685
103504,15-05-2024,80.9221
103504,14-05-2024,80.9132
103504,13-05-2024,80.5402
103504,10-05-2024,80.1493
103504,09-05-2024,79.7166
103504,08-05-2024,80.8986
103504,07-05-2024,80.8533
103504,06-05-2024,81.2529
103504,03-05-2024,80.8942
103504,02-05-2024,81.2264
103504,30-04-2024,81.1084
103504,29-04-2024,81.0525
103504,26-04-2024,80.4151
103504,25-04-2024,80.8755
103504,24-04-2024,80.8967
103504,23-04-2024,80.5905
103504,22-04-2024,80.3626
103504,19-04-2024,79.7929
103504,18-04-2024,79.4172
103504,16-04-2024,79.6976
103504,15-04-2024,79.961
103504,12-04-2024,80.8902
103504,10-04-2024,81.5339
103504,09-04-2024,81.2663
103504,08-04-2024,81.2149
103504,05-04-2024,80.6936
103504,04-04-2024,80.6113
103504,03-04-2024,80.4234
103504,02-04-2024,80.5901
103504,01-04-2024,80.5753
103504,31-03-2024,79.981
103504,28-03-2024,79.9891
103504,27-03-2024,79.2769
103504,26-03-2024,78.8192
103504,22-03-2024,78.713
103504,21-03-2024,78.1044
103504,20-03-2024,77.2176
103504,19-03-2024,77.0812
103504,18-03-2024,77.6875
103504,15-03-2024,77.5349
103504,14-03-2024,77.8479
103504,13-03-2024,77.1988
103504,12-03-2024,78.2282
103504,11-03-2024,78.5159
103504,07-03-2024,78.8071
103504,06-03-2024,78.6002
103504,05-03-2024,78.3195
103504,04-03-2024,78.5465
103504,01-03-2024,78.4713
103504,29-02-2024,77.4938
103504,28-02-2024,77.2719
103504,27-02-2024,78.2323
103504,26-02-2024,78.0277
103504,23-02-2024,78.2956
103504,22-02-2024,78.1354
103504,21-02-2024,77.5079
103504,20-02-2024,77.9035
103504,19-02-2024,77.7643
103504,16-02-2024,77.5036
103504,15-02-2024,76.9572
103504,14-02-2024,76.7985
103504,13-02-2024,76.5718
103504,12-02-2024,76.3354
103504,09-02-2024,77.0347
103504,08-02-2024,76.8095
103504,07-02-2024,77.6541
103504,06-02-2024,77.4526
103504,05-02-2024,76.8942
103504,02-02-2024,77.2368
103504,01-02-2024,77.2102
103504,31-01-2024,77.3279
103504,30-01-2024,76.6583
103504,29-01-2024,77.4429
103504,25-01-2024,76.5207
103504,24-01-2024,76.6878
103504,23-01-2024,76.102
103504,19-01-2024,77.2754
103504,18-01-2024,76.715
103504,17-01-2024,77.0314
103504,16-01-2024,78.5006
103504,15-01-2024,78.6285
103504,12-01-2024,78.2787
103504,11-01-2024,77.8328
103504,10-01-2024,77.7211
103504,09-01-2024,77.5979
103504,08-01-2024,77.4547
103504,05-01-2024,78.1064
103504,04-01-2024,78.0661
103504,03-01-2024,77.4137
103504,02-01-2024,77.6725
103504,01-01-2024,77.9169
103504,29-12-2023,78.0311
103504,28-12-2023,77.9772
103504,27-12-2023,77.6055
103504,26-12-2023,76.8559
103504,22-12-2023,76.5351
103504,21-12-2023,76.0284
103504,20-12-2023,75.6262
103504,19-12-2023,76.721
103504,18-12-2023,76.747
103504,15-12-2023,76.7135
103504,14-12-2023,76.3449
103504,13-12-2023,75.4691
103504,12-12-2023,75.2743
103504,11-12-2023,75.5991
103504,08-12-2023,75.4135
103504,07-12-2023,75.3766
103504,06-12-2023,75.4401
103504,05-12-2023,75.2005
103504,04-12-2023,75.0499
103504,01-12-2023,73.6169
103504,30-11-2023,73.1073
103504,29-11-2023,72.7544
103504,28-11-2023,72.1886
103504,24-11-2023,72.0214
103504,23-11-2023,72.043
103504,22-11-2023,72.1019
103504,21-11-2023,71.9783
103504,20-11-2023,71.754
103504,17-11-2023,71.954
103504,16-11-2023,71.9588
103504,15-11-2023,71.7727
103504,13-11-2023,70.9902
103504,10-11-2023,71.0443
103504,09-11-2023,70.8787
103504,08-11-2023,71.0589
103504,07-11-2023,70.8292
103504,06-11-2023,70.8271
103504,03-11-2023,70.1269
103504,02-11-2023,69.8077
103504,01-11-2023,69.2876
103504,31-10-2023,69.4918
103504,30-10-2023,69.7452
103504,27-10-2023,69.5673
103504,26-10-2023,68.9992
103504,25-10-2023,69.7704
103504,23-10-2023,70.3131
103504,20-10-2023,71.2272
103504,19-10-2023,71.7089
103504,18-10-2023,71.8643
103504,17-10-2023,72.3276
103504,16-10-2023,72.0138
103504,13-10-2023,72.066
103504,12-10-2023,72.2267
103504,11-10-2023,72.2243
103504,10-10-2023,71.7477
103504,09-10-2023,71.1565
103504,06-10-2023,71.7678
103504,05-10-2023,71.3362
103504,04-10-2023,71.0704
103504,03-10-2023,71.4771
103504,29-09-2023,71.6634
103504,27-09-2023,71.7482
103504,26-09-2023,71.4562
103504,25-09-2023,71.3745
103504,22-09-2023,71.3588
103504,21-09-2023,71.6207
103504,20-09-2023,72.2114
103504,18-09-2023,72.8776
103504,15-09-2023,73.1187
103504,14-09-2023,72.7861
103504,13-09-2023,72.4924
103504,12-09-2023,72.5269
103504,11-09-2023,72.8417
103504,08-09-2023,72.3082
103504,07-09-2023,71.931
103504,06-09-2023,71.4998
103504,05-09-2023,71.21
103504,04-09-2023,71.0771
103504,01-09-2023,70.8217
103504,31-08-2023,70.4225
103504,30-08-2023,70.5977
103504,29-08-2023,70.4906
103504,28-08-2023,70.259
103504,25-08-2023,69.9763
103504,24-08-2023,70.4593
103504,23-08-2023,70.5353
103504,22-08-2023,70.3455
103504,21-08-2023,70.2124
103504,18-08-2023,69.7885
103504,17-08-2023,70.0225
103504,16-08-2023,70.3441
103504,14-08-2023,70.2723
103504,11-08-2023,70.3006
103504,10-08-2023,70.7161
103504,09-08-2023,70.9634
103504,08-08-2023,70.8527
103504,07-08-2023,70.9968
103504,04-08-2023,70.7667
103504,03-08-2023,70.4598
103504,02-08-2023,70.8897
103504,01-08-2023,71.4959
103504,31-07-2023,71.6151
103504,28-07-2023,71.4855
103504,27-07-2023,71.4316
103504,26-07-2023,71.8459
103504,25-07-2023,71.4883
103504,24-07-2023,71.3758
103504,21-07-2023,71.524
103504,20-07-2023,71.957
103504,19-07-2023,71.5845
103504,18-07-2023,71.2685
103504,17-07-2023,71.308
103504,14-07-2023,71.0169
103504,13-07-2023,70.5638
103504,12-07-2023,70.3874
103504,11-07-2023,70.463
103504,10-07-2023,70.1878
103504,07-07-2023,70.25
103504,06-07-2023,70.8037
103504,05-07-2023,70.5197
103504,04-07-2023,70.2286
103504,03-07-2023,70.1753
103504,30-06-2023,69.8015
103504,28-06-2023,69.1165
103504,27-06-2023,68.7023
103504,26-06-2023,68.2227
103504,23-06-2023,68.0618
103504,22-06-2023,68.5338
103504,21-06-2023,68.8093
103504,20-06-2023,68.8546
103504,19-06-2023,68.689
103504,16-06-2023,68.7507
103504,15-06-2023,68.1427
103504,14-06-2023,68.2937
103504,13-06-2023,68.3282
103504,12-06-2023,67.7967
103504,09-06-2023,67.714
103504,08-06-2023,67.9322
103504,07-06-2023,68.3067
103504,06-06-2023,67.7874
103504,05-06-2023,67.5126
103504,02-06-2023,67.2772
103504,01-06-2023,67.0247
103504,31-05-2023,67.1265
103504,30-05-2023,67.295
103504,29-05-2023,67.1052
103504,26-05-2023,66.6874
103504,25-05-2023,66.3
103504,24-05-2023,65.9828
103504,23-05-2023,66.2872
103504,22-05-2023,66.0931
103504,19-05-2023,65.7849
103504,18-05-2023,65.6038
103504,17-05-2023,65.9519
103504,16-05-2023,66.2134
103504,15-05-2023,66.3667
103504,12-05-2023,66.0112
103504,11-05-2023,65.8425
103504,10-05-2023,66.0236
103504,09-05-2023,65.7605
103504,08-05-2023,65.7651
103504,05-05-2023,65.1677
103504,04-05-2023,65.5588
103504,03-05-2023,64.9552
103504,02-05-2023,65.0357
103504,28-04-2023,64.8057
103504,27-04-2023,64.1966
103504,26-04-2023,63.7913
103504,25-04-2023,63.6459
103504,24-04-2023,63.5122
103504,21-04-2023,63.1938
103504,20-04-2023,63.3175
103504,19-04-2023,63.2697
103504,18-04-2023,63.3479
103504,17-04-2023,63.3967
103504,13-04-2023,63.6712
103504,12-04-2023,63.5577
103504,11-04-2023,63.1057
103504,10-04-2023,62.7412
103504,06-04-2023,62.6924
103504,05-04-2023,62.3912
103504,03-04-2023,61.9583
103504,31-03-2023,61.7553
103504,29-03-2023,61.0207
103504,28-03-2023,60.5211
103504,27-03-2023,60.5869
103504,24-03-2023,60.624
103504,23-03-2023,61.1022
103504,22-03-2023,61.3255
103504,21-03-2023,61.1238
103504,20-03-2023,60.7465
103504,17-03-2023,61.0757
103504,16-03-2023,60.7252
103504,15-03-2023,60.6985
103504,14-03-2023,60.8716
103504,13-03-2023,61.0492
103504,10-03-2023,61.9928
103504,09-03-2023,62.5212
103504,08-03-2023,63.0072
103504,06-03-2023,62.8229
103504,03-03-2023,62.5462
103504,02-03-2023,61.961
103504,01-03-2023,62.3665
103504,28-02-2023,61.9556
103504,27-02-2023,62.1701
103504,24-02-2023,62.4299
103504,23-02-2023,62.6655
103504,22-02-2023,62.8634
103504,21-02-2023,63.5591
103504,20-02-2023,63.6352
103504,17-02-2023,63.83
103504,16-02-2023,64.0532
103504,15-02-2023,63.9984
103504,14-02-2023,63.6867
103504,13-02-2023,63.2961
103504,10-02-2023,63.5729
103504,09-02-2023,63.5352
103504,08-02-2023,63.4713
103504,07-02-2023,63.0733
103504,06-02-2023,63.2654
103504,03-02-2023,63.4362
103504,02-02-2023,62.965
103504,01-02-2023,62.8009
103504,31-01-2023,62.7274
103504,30-01-2023,62.4273
103504,27-01-2023,62.4239
103504,25-01-2023,63.1024
103504,24-01-2023,63.8223
103504,23-01-2023,63.888
103504,20-01-2023,63.6684
103504,19-01-2023,63.9405
103504,18-01-2023,64.0354
103504,17-01-2023,63.6774
103504,16-01-2023,63.2704
103504,13-01-2023,63.5525
103504,12-01-2023,63.2545
103504,11-01-2023,63.2625
103504,10-01-2023,63.3134
103504,09-01-2023,63.8361
103504,06-01-2023,63.2184
103504,05-01-2023,63.5194
103504,04-01-2023,63.4815
103504,03-01-2023,64.0175
103504,02-01-2023,63.8927
103504,30-12-2022,63.6356
103504,29-12-2022,63.9827
103504,28-12-2022,63.8246
103504,27-12-2022,63.8351
103504,26-12-2022,63.418
103504,23-12-2022,62.5557
103504,22-12-2022,63.6822
103504,21-12-2022,63.953
103504,20-12-2022,64.5794
103504,19-12-2022,64.7473
103504,16-12-2022,64.1599
103504,15-12-2022,64.775
103504,14-12-2022,65.5431
103504,13-12-2022,65.2761
103504,12-12-2022,64.962
103504,09-12-2022,64.9518
103504,08-12-2022,65.203
103504,07-12-2022,64.9925
103504,06-12-2022,65.1428
103504,05-12-2022,65.4241
103504,02-12-2022,65.4516
103504,01-12-2022,65.7815
103504,30-11-2022,65.5372
103504,29-11-2022,64.9719
103504,28-11-2022,64.8687
103504,25-11-2022,64.7371
103504,24-11-2022,64.6672
103504,23-11-2022,64.0063
103504,22-11-2022,63.9567
103504,21-11-2022,63.7403
103504,18-11-2022,64.0883
103504,17-11-2022,64.3006
103504,16-11-2022,64.4688
103504,15-11-2022,64.5282
103504,14-11-2022,64.2895
103504,11-11-2022,64.3873
103504,10-11-2022,63.64
103504,09-11-2022,64.0505
103504,07-11-2022,64.2095
103504,04-11-2022,63.8664
103504,03-11-2022,63.7908
103504,02-11-2022,63.8523
103504,01-11-2022,64.0818
103504,31-10-2022,63.6864
103504,28-10-2022,62.7782
103504,27-10-2022,62.8624
103504,25-10-2022,62.5379
103504,21-10-2022,62.0513
103504,20-10-2022,62.0857
103504,19-10-2022,61.9536
103504,18-10-2022,61.744
103504,17-10-2022,61.1792
103504,14-10-2022,60.9356
103504,13-10-2022,60.4185
103504,12-10-2022,60.7677
103504,11-10-2022,60.2782
103504,10-10-2022,61.1808
103504,07-10-2022,61.5039
103504,06-10-2022,61.6394
103504,04-10-2022,61.2257
103504,03-10-2022,59.9661
103504,30-09-2022,60.6706
103504,29-09-2022,59.8511
103504,28-09-2022,59.768
103504,27-09-2022,60.2405
103504,26-09-2022,60.31
103504,23-09-2022,61.512
103504,22-09-2022,62.5499
103504,21-09-2022,62.813
103504,20-09-2022,63.2217
103504,19-09-2022,62.5046
103504,16-09-2022,62.3413
103504,15-09-2022,63.6057
103504,14-09-2022,63.8809
103504,13-09-2022,64.0815
103504,12-09-2022,63.746
103504,09-09-2022,63.3911
103504,08-09-2022,63.2867
103504,07-09-2022,62.6667
103504,06-09-2022,62.6222
103504,05-09-2022,62.6541
103504,02-09-2022,62.262
103504,01-09-2022,62.2819
103504,30-08-2022,62.6639
103504,29-08-2022,61.3484
103504,26-08-2022,62.1209
103504,25-08-2022,62.0026
103504,24-08-2022,62.0281
103504,23-08-2022,61.9249
103504,22-08-2022,61.5649
103504,19-08-2022,62.3746
103504,18-08-2022,62.9858
103504,17-08-2022,62.8857
103504,16-08-2022,62.5884
